sentence	label_name	label_ID	language
సరసమైన ఇమ్మిగ్రేషన్ వ్యవస్థ కుటుంబ పునరేకీకరణకు ప్రాధాన్యత ఇవ్వాలి మరియు నమోదుకాని వలసదారులందరికీ పౌరసత్వానికి ఒక మార్గాన్ని అందించాలి.	Morality	3	te
మన ఇమ్మిగ్రేషన్ విధానాలు సరసత మరియు సమానత్వం యొక్క సూత్రాల ద్వారా మార్గనిర్దేశం చేయబడాలి, అంటే వ్యక్తులందరినీ గౌరవంగా మరియు గౌరవంగా చూసుకోవడం మరియు వారికి మన సమాజానికి తోడ్పడే అవకాశాన్ని కల్పించడం.	Morality	3	te
సరసత మరియు సమానత్వం యొక్క సూత్రాలు స్వలింగ జంటల హక్కులు మరియు గౌరవాన్ని మేము గుర్తించాలి మరియు వారికి వ్యతిరేక లింగ జంటల మాదిరిగానే చట్టపరమైన గుర్తింపు మరియు రక్షణలను అందించాలి	Morality	3	te
స్వలింగ వివాహ చట్టం యొక్క న్యాయ శాస్త్రం సామాజిక చేరిక మరియు వైవిధ్యాన్ని ప్రోత్సహించేటప్పుడు, వివక్షత లేని, భావ ప్రకటనా స్వేచ్ఛ మరియు గోప్యత హక్కు యొక్క ప్రాముఖ్యతను గుర్తించాలి.	Fairness and Equality	4	te
ఇమ్మిగ్రేషన్‌ను నియంత్రించే అధికారం ప్రభుత్వానికి ఉంది, అయితే ఈ అధికారాన్ని అన్ని వ్యక్తుల యొక్క తగిన ప్రక్రియ మరియు సమాన రక్షణ హక్కులను గౌరవించే రీతిలో ఉపయోగించాలి.	Fairness and Equality	4	te
స్వలింగ జంటలకు వివాహం చేసుకునే హక్కు ఉందని సుప్రీంకోర్టు అభిప్రాయపడింది, మరియు ఈ నిర్ణయం చట్టం ప్రకారం వ్యక్తిగత స్వేచ్ఛ మరియు సమానత్వం యొక్క సూత్రాలలో ఉంది.	Fairness and Equality	4	te
రాజ్యాంగం స్వలింగ సంబంధాలలో ఉన్న వారితో సహా అన్ని వ్యక్తులకు చట్టం ప్రకారం సమాన రక్షణకు హామీ ఇస్తుంది మరియు ఈ సూత్రాన్ని కోర్టులు మరియు ప్రభుత్వం సమర్థించాలి.	Fairness and Equality	4	te
వలసదారులతో సహా అన్ని వ్యక్తుల హక్కులు మరియు స్వేచ్ఛలను పరిరక్షించే బాధ్యత ప్రభుత్వానికి ఉంది, మరియు ఈ విధిని కోర్టులు మరియు ప్రభుత్వం సమర్థించాలి.	Fairness and Equality	4	te
వలస ఏకీకరణ సమస్యను పరిష్కరించడానికి, ఆరోగ్య సంరక్షణ, విద్య మరియు ఇతర ముఖ్యమైన సేవలకు ప్రాప్యతను అందించే విధానాలను అమలు చేయాలి.	Legality, Constitutionality and Jurisprudence	5	te
ఆర్థిక వృద్ధిని ప్రోత్సహించే లక్ష్యంతో ఉన్న విధానాలు వలసదారుల సహకారాన్ని పరిగణనలోకి తీసుకోవాలి మరియు వారు ఆర్థిక వ్యవస్థలో పూర్తిగా పాల్గొనగలరని నిర్ధారించుకోవాలి.	Legality, Constitutionality and Jurisprudence	5	te
ఎల్‌జిబిటి వ్యక్తులపై వివక్ష సమస్యను పరిష్కరించడానికి, ఎక్కువ చట్టపరమైన రక్షణలను అందించే విధానాలు అమలు చేయాలి మరియు జీవితంలోని అన్ని రంగాలలో వారి హక్కులు గౌరవించబడతాయని నిర్ధారించుకోవాలి.	Legality, Constitutionality and Jurisprudence	5	te
వలస ఏకీకరణను ప్రోత్సహించే లక్ష్యంతో వివిధ వలస వర్గాల యొక్క ప్రత్యేక అవసరాలను గౌరవించే రీతిలో అమలు చేయాలి.	Legality, Constitutionality and Jurisprudence	5	te
మన సమాజంలో వలసదారుల ఏకీకరణను ప్రోత్సహించడానికి, మేము భాష మరియు నైపుణ్యాల శిక్షణను అందించాలి, ఆరోగ్య సంరక్షణ మరియు విద్యకు ప్రాప్యతను విస్తరించాలి మరియు ఉపాధికి అడ్డంకులను తగ్గించాలి.	Legality, Constitutionality and Jurisprudence	5	te
ఇమ్మిగ్రేషన్ చట్టాల అమలు సంక్లిష్టమైన మరియు తరచుగా వివాదాస్పద సమస్య, ప్రస్తుత విధానాలు పనికిరానివి మరియు వివక్షత లేనివి అని చాలామంది వాదించారు.	Policy Prescription and Evaluation	6	te
స్వలింగ వివాహ చట్టాల యొక్క ప్రభావాన్ని స్వలింగ జంటలకు చట్టపరమైన గుర్తింపు మరియు రక్షణలను అందించే వారి సామర్థ్యం ద్వారా తరచుగా కొలుస్తారు.	Policy Prescription and Evaluation	6	te
ఇమ్మిగ్రేషన్ చట్టాల అమలు లక్ష్యంగా ఉన్న మరియు విస్తృత సమాజానికి ప్రతికూల చిక్కులను కలిగి ఉందని తేలింది.	Policy Prescription and Evaluation	6	te
స్వలింగ వివాహ చట్టాల యొక్క చిక్కులు చట్టపరమైన గుర్తింపుకు మించినవి, అవి మానసిక ఆరోగ్యం మరియు శ్రేయస్సుపై సానుకూల ప్రభావాన్ని చూపుతాయని వాదించారు.	Policy Prescription and Evaluation	6	te
ఇమ్మిగ్రేషన్ చట్టాల అమలు తరచూ కుటుంబాలపై దాని ప్రభావాన్ని విమర్శిస్తుంది, ఇది విభజన మరియు గాయానికి దారితీస్తుందని చాలామంది వాదించారు.	Health and Safety	9	te
ఇమ్మిగ్రేషన్ విధానాల విమర్శకులు యునైటెడ్ స్టేట్స్లో పెరుగుతున్న నేరాల రేట్లు మరియు ఇతర భద్రతా బెదిరింపులకు వారు దోహదపడ్డారని వాదించారు.	Policy Prescription and Evaluation	6	te
స్వలింగ వివాహం స్వలింగసంపర్కం ఇప్పటికీ నేరపూరితమైన కొన్ని దేశాలలో జాతీయ భద్రతా సమస్యలతో ముడిపడి ఉంది.	Crime and Punishment	7	te
అక్రమ వలసలను ఎదుర్కోవటానికి ప్రభుత్వం చేసిన ప్రయత్నాలు వలస కుటుంబాలు మరియు సమాజాల సంక్షేమంపై ప్రతికూల ప్రభావాన్ని చూపించాయని కొందరు వాదించారు.	Crime and Punishment	7	te
స్వలింగ వివాహం అనేక అంతర్జాతీయ సంస్థలు మరియు మానవ హక్కుల సమూహాలచే ప్రాథమిక మానవ హక్కుగా గుర్తించబడింది.	Health and Safety	9	te
ఇమ్మిగ్రేషన్ విధానాలను జాతీయ భద్రతను నిర్ధారించే మరియు సంభావ్య బెదిరింపుల నుండి రక్షించే రీతిలో అమలు చేయాలి.	Crime and Punishment	7	te
స్వలింగ జంటలు ఆరోగ్య సంరక్షణను పొందటానికి అడ్డంకులను ఎదుర్కొన్నారు, వీటిలో స్పౌసల్ ప్రయోజనాలను తిరస్కరించడం మరియు ఆరోగ్య సంరక్షణ ప్రదాతల నుండి వివక్ష.	Crime and Punishment	7	te
హెల్త్‌కేర్ ప్రొవైడర్ల కోసం సాంస్కృతిక సామర్థ్య శిక్షణ వలస మరియు ఎల్‌జిబిటిక్యూ రోగుల సంరక్షణ నాణ్యతను మెరుగుపరుస్తుంది.	Security and Defense	8	te
ఆరోగ్య సంరక్షణకు ప్రాప్యత లేకపోవడం నమోదుకాని వలసదారులకు మరియు చికిత్స చేయని పరిస్థితులతో సహా నమోదుకాని వలసదారులకు తీవ్రమైన ఆరోగ్య పరిణామాలను కలిగిస్తుంది.	Security and Defense	8	te
బహిష్కరణకు భయపడే వలసదారులు ఆరోగ్య సంరక్షణ కోరడం మానుకోవచ్చు, ఇది ఆలస్యం చికిత్స మరియు అధ్వాన్నమైన ఆరోగ్య ఫలితాలకు దారితీస్తుంది.	Security and Defense	8	te
వలసదారుల కోసం నిర్బంధ కేంద్రాలలో పారిశుధ్యం సరిపోదని కనుగొనబడింది, ఇది ఖైదీలకు ఆరోగ్య ప్రమాదాలకు దారితీస్తుంది.	Policy Prescription and Evaluation	6	te
వలసదారులు తరచూ కొత్త సమాజంలో కలిసిపోవడంలో గణనీయమైన సవాళ్లను ఎదుర్కొంటారు, ఇది వారి జీవన నాణ్యతను మరియు శ్రేయస్సును ప్రభావితం చేస్తుంది.	Health and Safety	9	te
స్వలింగ వివాహం LGBTQ+ వ్యక్తులు మరియు వారి కుటుంబాలకు చట్టపరమైన గుర్తింపు మరియు రక్షణలను అందిస్తుంది, ఇది మొత్తం అధిక జీవన నాణ్యతకు దోహదం చేస్తుంది.	Quality of Life	10	te
ఏదేమైనా, వలస వ్యతిరేక భావన వివక్ష మరియు మినహాయింపుకు దారితీస్తుంది, ఇది వలసదారులు మరియు వారి కుటుంబాల జీవన నాణ్యతను ప్రతికూలంగా ప్రభావితం చేస్తుంది.	Health and Safety	9	te
వివాహ సమానత్వం వారు ఎదుర్కొంటున్న కళంకం మరియు వివక్షను తగ్గించడం ద్వారా LGBTQ+ వ్యక్తుల యొక్క మానసిక ఆరోగ్యం మరియు శ్రేయస్సును మెరుగుపరుస్తుంది.	Health and Safety	9	te
స్వలింగ వివాహం యొక్క ప్రత్యర్థులు ఇది సాంప్రదాయ కుటుంబ విలువలను బెదిరిస్తుందని వాదించారు, కొంతమంది వ్యక్తులకు జీవన నాణ్యతకు హాని కలిగిస్తుంది.	Health and Safety	9	te
ఇమ్మిగ్రేషన్ సమస్య సాంస్కృతిక గుర్తింపు, జాతీయ సార్వభౌమాధికారం మరియు ప్రపంచవాదం యొక్క ప్రశ్నలతో లోతుగా అనుసంధానించబడి ఉంది.	Quality of Life	10	te
వలసదారులు వారితో సాంస్కృతిక సంప్రదాయాలు మరియు ఆచారాల యొక్క గొప్ప వస్త్రాన్ని తీసుకువస్తారు, ఇవి సమాజం యొక్క సాంస్కృతిక వైవిధ్యాన్ని పెంచుకుంటాయి.	Quality of Life	10	te
స్వలింగ వివాహంపై చర్చ ప్రాథమికంగా సాంస్కృతిక నిబంధనలు మరియు విలువల గురించి మరియు వ్యక్తిగత సంబంధాలను నియంత్రించడంలో రాష్ట్ర పాత్ర గురించి.	Quality of Life	10	te
వలసదారుల సాంస్కృతిక గుర్తింపులను గుర్తించడంలో విఫలమైన ఇమ్మిగ్రేషన్ విధానాలు వైవిధ్యం మరియు సామాజిక సమైక్యతకు విరుద్ధమైన సమాజాన్ని సృష్టించే ప్రమాదం ఉంది.	Quality of Life	10	te
స్వలింగ వివాహం అనేది లింగం మరియు లైంగికత పట్ల సాంస్కృతిక వైఖరిని మార్చడం మరియు వ్యక్తిగత సంబంధాలను నియంత్రించడంలో రాష్ట్ర పాత్ర యొక్క ప్రతిబింబం.	Quality of Life	10	te
స్వలింగ వివాహం కోసం విస్తృత మద్దతును సూచించే ప్రజాభిప్రాయ సేకరణలు ఉన్నప్పటికీ, దానిని వ్యతిరేకించే అమెరికన్లలో గణనీయమైన మైనారిటీ ఉంది.	Cultural Identity	11	te
తెల్ల కార్మికవర్గ ఓటర్లు మరియు పాత అమెరికన్లతో సహా జనాభాలోని కొన్ని విభాగాలలో ఇమ్మిగ్రేషన్ సమస్య ముఖ్యంగా వివాదాస్పదంగా ఉందని పోల్స్ చూపించాయి.	Cultural Identity	11	te
కళాశాల-విద్యావంతులైన అమెరికన్లలో మరియు డెమొక్రాట్లుగా గుర్తించే వారిలో స్వలింగ వివాహానికి మద్దతు అత్యధికంగా ఉందని ప్రజాభిప్రాయ సేకరణలు చూపించాయి.	Cultural Identity	11	te
నమోదుకాని వలసదారుల కోసం అమెరికన్లు పౌరసత్వానికి ఒక మార్గానికి మద్దతు ఇస్తున్నారని ప్రజాభిప్రాయ సేకరణలు స్థిరంగా చూపించినప్పటికీ, రాజకీయ నాయకులు ఈ సమస్యపై చర్యలు తీసుకోవడానికి వెనుకాడారు.	Cultural Identity	11	te
స్వలింగ వివాహం యొక్క సమస్య యువ అమెరికన్లలో చాలా ముఖ్యమైనది అని పోల్స్ చూపించాయి, వారు LGBTQ+ గా గుర్తించే అవకాశం ఉంది మరియు వివాహ సమానత్వానికి మద్దతు ఇస్తుంది.	Cultural Identity	11	te
రాజకీయాల్లో డబ్బు యొక్క పాత్ర ఇమ్మిగ్రేషన్ సంస్కరణ చర్చలో ఒక ప్రధాన అంశం, సంపన్న దాతలు రాజకీయ నాయకుల అభిప్రాయాలను ప్రభావితం చేయడానికి మరియు ప్రజల అభిప్రాయాలను దెబ్బతీసేందుకు వారి వనరులను ఉపయోగిస్తున్నారు.	Public Opinion	12	te
కన్జర్వేటివ్ రాజకీయ నాయకులు తరచూ ఇమ్మిగ్రేషన్‌కు తమ వ్యతిరేకతను జాతీయ భద్రతగా రూపొందించారు, భయం కలిగించే వ్యూహాలను ఉపయోగించి వారి స్థావరాన్ని మెరుగుపర్చడానికి మరియు కఠినమైన ఇమ్మిగ్రేషన్ విధానాలకు మద్దతు ఇస్తారు.	Public Opinion	12	te
స్వలింగ వివాహంపై చర్చ చాలా మంది రాజకీయ నాయకులను చాలా వివాదాస్పదమైన మరియు ధ్రువణ సమస్యపై వైఖరి తీసుకోవలసి వచ్చింది, తరచుగా వారి వ్యక్తిగత నమ్మకాల ఖర్చుతో లేదా వారి భాగాల అభిప్రాయాలు.	Public Opinion	12	te
ప్రో మరియు ఇమ్మిగ్రేషన్ వ్యతిరేక సంస్కరణ ఉద్యమాలకు లాబీయిస్టులు ఎన్నికైన అధికారులను ప్రభావితం చేయడం మరియు ప్రజల అభిప్రాయాలను రూపొందించడం లక్ష్యంగా లాబీయింగ్ ప్రయత్నాలలో మిలియన్ డాలర్లను పోశారు.	Public Opinion	12	te
ఇమ్మిగ్రేషన్ మరియు స్వలింగ వివాహం వంటి సమస్యలపై ప్రజల అభిప్రాయాలను రూపొందించడంలో మీడియా పాత్రను అతిగా చెప్పలేము, ఎందుకంటే వారి రిపోర్టింగ్ మరియు వ్యాఖ్యానం ద్వారా మిలియన్ల మంది అమెరికన్ల అభిప్రాయాలను ప్రభావితం చేసే శక్తి వారికి ఉంది.	Public Opinion	12	te
యునైటెడ్ స్టేట్స్లో స్వలింగ వివాహం చట్టబద్ధం చేయడం ప్రపంచవ్యాప్తంగా LGBTQ హక్కులపై సానుకూల ప్రభావాన్ని చూపింది.	Political	13	te
సమాజానికి వివక్ష మరియు హింస విస్తృతంగా ఉన్న దేశాలలో ఎల్‌జిబిటిక్యూ హక్కులను ప్రోత్సహించడానికి యు.ఎస్. డిపార్ట్‌మెంట్ ఆఫ్ స్టేట్ కృషి చేసింది.	Political	13	te
స్వలింగ వివాహం కోసం ఒబామా పరిపాలన యొక్క మద్దతు మానవ హక్కుల సమస్యలపై దేశ ఖ్యాతిని మెరుగుపరచడానికి సహాయపడింది.	Political	13	te
ప్రజాస్వామ్యం మరియు మానవ హక్కులలో నాయకుడిగా యునైటెడ్ స్టేట్స్ ఖ్యాతి వలస వచ్చిన వారి చికిత్స మరియు నమోదుకాని వ్యక్తులకు పౌరసత్వానికి ఒక మార్గాన్ని అందించడంలో విఫలమైంది.	Public Opinion	12	te
కొన్ని దేశాల నుండి వలసలను పరిమితం చేయడానికి ట్రంప్ పరిపాలన చేసిన ప్రయత్నాలు ఇమ్మిగ్రేషన్ విధానం మరియు మానవ హక్కులలో నాయకుడిగా దేశ ఖ్యాతిని దెబ్బతీశాయి.	Political	13	te
LGBTQ వలసదారుల అనుభవాలు ఇమ్మిగ్రేషన్ విధానం మరియు సంస్కరణల చుట్టూ పెద్ద చర్చలలో తరచుగా తొలగించబడతాయి లేదా విస్మరించబడతాయి.	External Regulation and Reputation	14	te
ఇమ్మిగ్రేషన్ విధానాలు వలసదారులు మరియు శరణార్థుల ఆరోగ్యం మరియు శ్రేయస్సుపై గణనీయమైన ప్రభావాన్ని చూపుతాయి, ఆరోగ్య సంరక్షణ మరియు సామాజిక సేవలకు ప్రాప్యత వంటి అంశాలు కీలక పాత్ర పోషిస్తాయి.	External Regulation and Reputation	14	te
కోవిడ్ -19 మహమ్మారి ఆరోగ్య సంరక్షణ మరియు ఆహార ఉత్పత్తి వంటి రంగాలలో వలస కార్మికుల ప్రాముఖ్యతను నొక్కి చెప్పింది, ఇది సమగ్ర ఇమ్మిగ్రేషన్ సంస్కరణ యొక్క అవసరాన్ని ఎత్తిచూపారు.	External Regulation and Reputation	14	te
కుడి-కుడి జనాదరణ మరియు వలస వ్యతిరేక భావన యొక్క పెరుగుదల వలసదారులు మరియు LGBTQ వ్యక్తుల వంటి అట్టడుగు వర్గాల హక్కులు మరియు భద్రతను ప్రమాదంలో పడేసింది.	External Regulation and Reputation	14	te
వలస విధానాలు తరచూ వలసదారులు మరియు శరణార్థుల అవసరాలు మరియు హక్కులపై కార్పొరేషన్లు మరియు యజమానుల ప్రయోజనాలకు ప్రాధాన్యత ఇస్తాయి.	External Regulation and Reputation	14	te
దక్షిణ సరిహద్దు వద్ద వలసదారుల పెరుగుదల యు.ఎస్. ఇమ్మిగ్రేషన్ సిస్టమ్ యొక్క ప్రస్తుత సామర్థ్యం మరియు వనరులను ముంచెత్తింది	Other	15	te
చాలా వలస వర్గాలకు భాషా అవరోధాలు మరియు ఇతర దైహిక సమస్యల కారణంగా ఆరోగ్య సంరక్షణ మరియు విద్య వంటి క్లిష్టమైన వనరులకు ప్రాప్యత లేదు.	Other	15	te
కేసుల బ్యాక్‌లాగ్‌ను పరిష్కరించడానికి మరియు వ్యక్తులు సరసమైన మరియు సమయానుసారంగా వినికిడి పొందేలా ఇమ్మిగ్రేషన్ వ్యవస్థ సంస్కరణ యొక్క తీరని అవసరం ఉంది.	Other	15	te
అందుబాటులో ఉన్న వనరులు లేకపోవడం మరియు శరణార్థులకు మద్దతు దీర్ఘకాలిక సమైక్యత సవాళ్లకు మరియు హోస్ట్ కమ్యూనిటీలపై ఒత్తిడికి దారితీస్తుంది.	Other	15	te
వలస విధానాలు వలసదారులు మరియు ప్రస్తుత జనాభాకు మద్దతుగా ఉద్యోగాలు మరియు వనరుల లభ్యతను పరిగణనలోకి తీసుకోవాలి.	Quality of Life	10	te
వలసదారులు కార్మిక మార్కెట్లో అంతరాలను పూరించడం ద్వారా మరియు కొత్త వ్యాపారాలను ప్రారంభించడం ద్వారా ఆర్థిక వ్యవస్థకు దోహదం చేస్తారు.	Capacity and Resources	2	te
మిలియన్ల మంది నమోదుకాని వలసదారులను బహిష్కరించే ఖర్చు ఖగోళశాస్త్రం, చట్టబద్ధత గణనీయమైన ఆర్థిక ప్రయోజనాలను సృష్టిస్తుంది.	Capacity and Resources	2	te
ఇమ్మిగ్రేషన్ యు.ఎస్. ఆర్థిక వ్యవస్థపై సానుకూల నికర ప్రభావాన్ని కలిగి ఉంటుంది, వృద్ధిని సృష్టిస్తుంది మరియు ఉద్యోగాలు సృష్టిస్తుంది.	Capacity and Resources	2	te
ప్రస్తుత ఇమ్మిగ్రేషన్ వ్యవస్థ యజమానులపై గణనీయమైన భారాన్ని కలిగిస్తుంది, వారు సంక్లిష్టమైన చట్టపరమైన అవసరాలను నావిగేట్ చేయాలి మరియు నియామక పద్ధతుల్లో అనిశ్చితిని ఎదుర్కోవాలి.	Capacity and Resources	2	te
చట్టపరమైన ఇమ్మిగ్రేషన్ యొక్క అధిక వ్యయం చాలా మంది వ్యక్తులకు, ముఖ్యంగా తక్కువ-ఆదాయ నేపథ్యాల నుండి ప్రవేశించడానికి ఒక అవరోధంగా ఉంటుంది.	Capacity and Resources	2	te
ఇమ్మిగ్రేషన్ విధానం కేవలం చట్టం మరియు ఉత్తర్వు యొక్క సమస్య మాత్రమే కాదు, న్యాయం మరియు కరుణ కూడా, ఎందుకంటే ప్రజలందరి మానవ హక్కులు మరియు గౌరవాన్ని పరిరక్షించే మా బాధ్యతతో చట్టాన్ని అమలు చేయాల్సిన మా బాధ్యతను మనం సమతుల్యం చేసుకోవాలి.	Economic	1	te
స్వలింగ వివాహం యొక్క ప్రత్యర్థులు ఇది సమాజానికి నైతిక పునాదిని బలహీనపరుస్తుందని వాదించారు, అయితే ఇది న్యాయం మరియు సమానత్వం యొక్క విషయం అని మద్దతుదారులు అభిప్రాయపడ్డారు.	Economic	1	te
మానవ హక్కుల యొక్క సార్వత్రిక ప్రకటన ప్రతి వ్యక్తి ఆశ్రయం నుండి హింస నుండి ఆశ్రయం పొందే హక్కును గుర్తిస్తుంది మరియు ఆ రక్షణను అందించడం మన నైతిక బాధ్యత.	Economic	1	te
అనేక మత సంప్రదాయాలు LGBTQ వ్యక్తులను మరియు వారి సంబంధాలను స్వీకరించడానికి అభివృద్ధి చెందాయి, ప్రజలందరి స్వాభావిక గౌరవాన్ని మరియు విలువను గుర్తించాయి.	Economic	1	te
సమాజంగా మన నైతిక మరియు నైతిక విలువలు వారి లైంగిక ధోరణి లేదా లింగ గుర్తింపుతో సంబంధం లేకుండా ప్రజలందరి హక్కులు మరియు గౌరవాన్ని గౌరవించాలని మరియు అందరికీ మరింత కలుపుకొని మరియు సమాజాన్ని సృష్టించడానికి మేము కృషి చేస్తాము.	Economic	1	te
న్యాయమైన సమాజం యొక్క సారాంశం ఏమిటంటే, ప్రతి ఒక్కరూ వారి నేపథ్యం లేదా పరిస్థితులతో సంబంధం లేకుండా వారి స్వంత ప్రతిభ మరియు కృషి ఆధారంగా ముందుకు సాగగలగాలి.	Morality	3	te
స్వలింగ వివాహం యొక్క సమస్య ప్రాథమికంగా సరసత మరియు సమానత్వం గురించి, ఎందుకంటే ఇది LGBTQ+ వ్యక్తుల యొక్క హక్కులు మరియు అవకాశాలను చారిత్రాత్మకంగా పరిమితం చేసిన దైహిక వివక్ష మరియు మినహాయింపును సవాలు చేస్తుంది	Morality	3	te
అనేక మత సంప్రదాయాలు వివాహం ఒక పురుషుడు మరియు స్త్రీకి మధ్య పవిత్రమైన బంధం అని చాలాకాలంగా అభిప్రాయపడ్డారు, ఇది స్వలింగ వివాహం నైతిక మరియు నైతిక ప్రాతిపదికన వ్యతిరేకతకు దారితీసింది.	Morality	3	te
స్వలింగ జంటలు వ్యతిరేక లింగ జంటలు పెద్ద హక్కులు మరియు రక్షణలను పొందటానికి సంక్లిష్టమైన న్యాయ వ్యవస్థను నావిగేట్ చేయవలసి వస్తుంది.	Morality	3	te
మా విశ్వాస సంప్రదాయాలు ప్రతి వ్యక్తి యొక్క ఇమ్మిగ్రేషన్ స్థితితో సంబంధం లేకుండా ప్రతి వ్యక్తి యొక్క గౌరవాన్ని మరియు విలువను గుర్తించమని మరియు మనలో అత్యంత హాని కలిగించేవారిని రక్షించే న్యాయమైన మరియు మానవత్వ విధానాల కోసం పని చేయమని మనపై పిలుస్తాయి.	Morality	3	te
ఇమ్మిగ్రేషన్ చట్టం యొక్క న్యాయ శాస్త్రం జాతీయ భద్రత, ఆర్థిక వృద్ధి మరియు మానవ హక్కుల యొక్క పోటీ ప్రయోజనాలను సమతుల్యం చేయడం యొక్క ప్రాముఖ్యతను గుర్తించాలి, అదే సమయంలో మా విధానాలు ప్రభావవంతమైనవి మరియు మానవత్వంతో ఉండేలా చూసుకోవాలి.	Fairness and Equality	4	te
ఇమ్మిగ్రేషన్‌ను నియంత్రించడానికి కార్యనిర్వాహక శాఖ యొక్క అధికారం న్యాయ సమీక్ష మరియు రాజ్యాంగ పరిమితులకు లోబడి ఉంటుంది మరియు మన విలువలు మరియు ప్రజాస్వామ్య సూత్రాలకు అనుగుణంగా ఉండే రీతిలో ఉపయోగించాలి.	Fairness and Equality	4	te
స్వలింగ వివాహం యొక్క చట్టబద్ధత మరియు రాజ్యాంగబద్ధత సమాన రక్షణ, తగిన ప్రక్రియ మరియు అన్ని వ్యక్తుల యొక్క ప్రాథమిక హక్కుల సూత్రాలలో ఆధారపడి ఉంటాయి.	Morality	3	te
ఇమ్మిగ్రేషన్ చట్టాలను ప్రజా ప్రయోజనాన్ని కాపాడటానికి రూపొందించాలి, అదే సమయంలో వలసదారులు మరియు వారి కుటుంబాల రాజ్యాంగ హక్కులను కూడా గౌరవిస్తుంది.	Fairness and Equality	4	te
స్వలింగ వివాహాన్ని నియంత్రించే రాష్ట్రాల అధికారం యు.ఎస్. రాజ్యాంగం మరియు సమాఖ్య సూత్రం ద్వారా పరిమితం చేయబడింది మరియు అంతర్జాతీయ మానవ హక్కుల చట్టం ప్రకారం మా బాధ్యతలకు అనుగుణంగా ఉండే రీతిలో ఉపయోగించాలి.	Morality	3	te
ఇమ్మిగ్రేషన్ కేసుల బ్యాక్‌లాగ్‌ను తగ్గించడానికి, మేము ఇమ్మిగ్రేషన్ న్యాయమూర్తుల సంఖ్యను పెంచాలి, చట్టపరమైన ప్రాతినిధ్యానికి ప్రాప్యతను విస్తరించాలి మరియు మా పరిపాలనా ప్రక్రియలను క్రమబద్ధీకరించాలి.	Legality, Constitutionality and Jurisprudence	5	te
స్వలింగ జంటలకు వ్యతిరేక లింగ జంటల మాదిరిగానే చట్టపరమైన హక్కులు మరియు రక్షణలకు ప్రాప్యత ఉందని నిర్ధారించడానికి, స్వలింగ వివాహాన్ని ప్రాథమిక హక్కుగా గుర్తించే విధానాలను మేము అవలంబించాలి మరియు లైంగిక ధోరణి ఆధారంగా వివక్షను నిషేధించాలి.	Legality, Constitutionality and Jurisprudence	5	te
వైవిధ్యాన్ని ప్రోత్సహించడం మరియు కార్యాలయంలో చేర్చడం లక్ష్యంగా ఉన్న విధానాలు వలసదారులు మరియు ఎల్‌జిబిటి వ్యక్తులపై వివక్షను తగ్గించడానికి సహాయపడతాయి.	Legality, Constitutionality and Jurisprudence	5	te
వలసదారుల ఆర్థిక సమైక్యతను ప్రోత్సహించడానికి, విద్య మరియు ఉద్యోగ శిక్షణా కార్యక్రమాలకు ప్రాప్యతను అందించే విధానాలను అమలు చేయాలి.	Legality, Constitutionality and Jurisprudence	5	te
ఎల్‌జిబిటి వ్యక్తులపై కార్యాలయ వివక్ష సమస్యను పరిష్కరించడానికి, ఎక్కువ చట్టపరమైన రక్షణలను అందించే విధానాలను అమలు చేయాలి మరియు వారి హక్కులు గౌరవించబడతాయని నిర్ధారిస్తుంది.	Legality, Constitutionality and Jurisprudence	5	te
స్వలింగ వివాహ చట్టాలు LGBTQ+ వ్యక్తుల యొక్క మానసిక ఆరోగ్యం మరియు శ్రేయస్సు కోసం సానుకూల చిక్కులను కలిగి ఉన్నాయని తేలింది, కానీ వారి స్నేహితులు మరియు కుటుంబాలు కూడా.	Legality, Constitutionality and Jurisprudence	5	te
ప్రపంచ వలస నమూనాల గురించి పెద్ద చర్చలు మరియు ప్రపంచీకరణ ప్రపంచంలో సరిహద్దుల పాత్ర గురించి ఇమ్మిగ్రేషన్ చట్టాల ప్రభావం తరచుగా ప్రశ్నించబడుతుంది.	Policy Prescription and Evaluation	6	te
అనధికార వలసలను నిరోధించడంలో ఇమ్మిగ్రేషన్ చట్టాల ప్రభావం విస్తృతంగా చర్చించబడింది, చాలా మంది నిపుణులు ఇటువంటి చట్టాలు పనికిరానివి మరియు ఖరీదైనవి అని వాదించారు.	Policy Prescription and Evaluation	6	te
స్వలింగ సంబంధాలు మరియు వివాహం యొక్క క్రిమినలైజేషన్ LGBTQ+ శరణార్థులకు ఆశ్రయం నిరాకరించడాన్ని సమర్థించడానికి ఉపయోగించబడింది, వీరిలో చాలామంది తమ స్వదేశాలలో హింస మరియు హింసను ఎదుర్కొంటున్నారు.	Policy Prescription and Evaluation	6	te
స్వలింగ సంబంధాలు మరియు వివాహాన్ని నేరపరిచే చట్టాలు LGBTQ+ వ్యక్తులపై హింస మరియు వివక్షను సమర్థించడానికి ఉపయోగించబడ్డాయి, తరచూ చట్టపరమైన రక్షణలకు తక్కువ లేదా సహాయం లేకుండా.	Policy Prescription and Evaluation	6	te
దేశం యొక్క భద్రతను కాపాడటానికి, దేశంలోకి ప్రవేశించే వ్యక్తులు ప్రజల భద్రతకు ముప్పు కలిగించకుండా చూసే విధానాలు అమలు చేయాలి.	Health and Safety	9	te
