sentence	label_name	label_ID	language	Source
The Obama administration's support for same-sex marriage helped to improve the country's reputation on human rights issues.	External Regulation and Reputation	14	en	
The United States' reputation as a leader in democracy and human rights has been undermined by its treatment of immigrants and its failure to provide a path to citizenship for undocumented individuals.	External Regulation and Reputation	14	en	
The Trump administration's efforts to restrict immigration from certain countries and to end DACA have damaged the country's reputation as a leader in immigration policy and human rights.	External Regulation and Reputation	14	en	
The experiences of LGBTQ immigrants are often erased or ignored in larger discussions around immigration policy and reform.	Other	15	en	
Immigration policies can have a significant impact on the health and wellbeing of immigrants and refugees, with factors like access to healthcare and social services playing a crucial role.	Other	15	en	
The COVID-19 pandemic has underscored the importance of immigrant workers in sectors like healthcare and food production, highlighting the need for comprehensive immigration reform.	Other	15	en	
The rise of far-right populism and anti-immigrant sentiment has put the rights and safety of marginalized communities like immigrants and LGBTQ individuals in jeopardy.	Other	15	en	
Immigration policies often prioritize the interests of corporations and employers over the needs and rights of immigrants and refugees.	Quality of Life	10	en	
The surge of migrants at the southern border has overwhelmed the current capacity and resources of the U.S. immigration system	Capacity and Resources	2	en	
Many immigrant communities lack access to critical resources, such as healthcare and education, due to language barriers and other systemic issues.	Capacity and Resources	2	en	
The immigration system is in desperate need of reform to address the backlog of cases and ensure that individuals receive a fair and timely hearing.	Capacity and Resources	2	en	
The lack of available resources and support for refugees can lead to long-term integration challenges and a strain on host communities.	Capacity and Resources	2	en	
Immigration policies must take into account the availability of jobs and resources to support both immigrants and the existing population.	Capacity and Resources	2	en	
Immigrants contribute to the economy by filling gaps in the labor market and starting new businesses.	Economic	1	en	
The cost of deporting millions of undocumented immigrants would be astronomical, while legalization would generate significant economic benefits.	Economic	1	en	
Immigration has a positive net impact on the U.S. economy, generating growth and creating jobs.	Economic	1	en	
The current immigration system places a significant burden on employers, who must navigate complex legal requirements and face uncertainty in hiring practices.	Economic	1	en	
The high cost of legal immigration can be a barrier to entry for many individuals, particularly those from low-income backgrounds.	Economic	1	en	
Immigration policy is not just an issue of law and order, but also of justice and compassion, as we must balance our obligation to enforce the law with our responsibility to protect the human rights and dignity of all people.	Morality	3	en	
Opponents of same-sex marriage argue that it undermines the moral foundation of society, while supporters maintain that it is a matter of justice and equality.	Morality	3	en	
The Universal Declaration of Human Rights recognizes the right of every person to seek asylum from persecution, and it is our moral obligation to provide that protection.	Morality	3	en	
Many religious traditions have evolved to embrace LGBTQ individuals and their relationships, recognizing the inherent dignity and worth of all people.	Morality	3	en	
Our moral and ethical values as a society demand that we respect the rights and dignity of all people, regardless of their sexual orientation or gender identity, and that we work to create a more inclusive and just society for all.	Morality	3	en	
The essence of a fair society is that everyone should be able to get ahead on the basis of their own talent and hard work, regardless of their background or circumstances.	Fairness and Equality	4	en	
The issue of same-sex marriage is fundamentally about fairness and equality, as it challenges the systemic discrimination and exclusion that have historically limited the rights and opportunities of LGBTQ+ individuals	Fairness and Equality 	4	en	
Many religious traditions have long held that marriage is a sacred bond between a man and a woman, which has led to opposition to same-sex marriage on moral and ethical grounds.	Morality	3	en	
Same-sex couples should not be forced to navigate a complex legal system to secure basic rights and protections that opposite-sex couples take for granted.	Fairness and Equality	4	en	
Our faith traditions call on us to recognize the dignity and worth of every person, regardless of their immigration status, and to work for just and humane policies that protect the most vulnerable among us.	Morality	3	en	
The jurisprudence of immigration law must recognize the importance of balancing the competing interests of national security, economic growth, and human rights while ensuring that our policies are both effective and humane.	Legality, Constitutionality and Jurisprudence	5	en	
The authority of the executive branch to regulate immigration is subject to judicial review and constitutional constraints, and must be exercised in a manner that is consistent with our values and principles of democracy.	Legality, Constitutionality and Jurisprudence	5	en	
The legality and constitutionality of same-sex marriage is grounded in principles of equal protection, due process, and the fundamental rights of all individuals.	Legality, Constitutionality and Jurisprudence	5	en	
Immigration laws must be designed to protect the public interest, while also respecting the constitutional rights of immigrants and their families.	Legality, Constitutionality and Jurisprudence	5	en	
The authority of states to regulate same-sex marriage is limited by the U.S. Constitution and the principle of federalism, and must be exercised in a manner that is consistent with our obligations under international human rights law.	Legality, Constitutionality and Jurisprudence	5	en	
To reduce the backlog of immigration cases, we should increase the number of immigration judges, expand access to legal representation, and streamline our administrative processes.	Legality, Constitutionality and Jurisprudence	5	en	
To ensure that same-sex couples have access to the same legal rights and protections as opposite-sex couples, we should adopt policies that recognize same-sex marriage as a fundamental right and prohibit discrimination on the basis of sexual orientation.	Policy Prescription and Evaluation	6	en	
Policies aimed at promoting diversity and inclusion in the workplace can help to reduce discrimination against immigrants and LGBT individuals.	Policy Prescription and Evaluation	6	en	
To promote the economic integration of immigrants, policies must be implemented that provide access to education and job training programs.	Policy Prescription and Evaluation	6	en	
To address the issue of workplace discrimination against LGBT individuals, policies must be implemented that provide greater legal protections and ensure that their rights are respected.	Policy Prescription and Evaluation	6	en	
Same-sex marriage laws have been shown to have positive implications for the mental health and wellbeing of not only LGBTQ+ individuals, but also their friends and families.	Health and Safety	9	en	
The effectiveness of immigration laws is often questioned in the context of larger debates about global migration patterns and the role of borders in a globalized world.	Crime and Punishment	7	en	
The effectiveness of immigration laws in deterring unauthorized migration has been widely debated, with many experts arguing that such laws are both ineffective and costly.	Crime and Punishment	7	en	
The criminalization of same-sex relationships and marriage has been used to justify the denial of asylum to LGBTQ+ refugees, many of whom face persecution and violence in their home countries.	Crime and Punishment	7	en	
Laws criminalizing same-sex relationships and marriage have been used to justify violence and discrimination against LGBTQ+ individuals, often with little or no recourse to legal protections.	Crime and Punishment	7	en	
To protect the security of the nation, policies must be enacted that ensure that individuals entering the country do not pose a threat to public safety.	Security and Defense	8	en	
Policies aimed at promoting the safety and well-being of immigrant children must take into account the potential security risks posed by human trafficking or other forms of exploitation.	Security and Defense	8	en	
To address the issue of workplace discrimination against immigrants, policies must be implemented that ensure their safety and protection from harassment or violence.	Security and Defense	8	en	
To protect the security of the nation, policies must be enacted that ensure that individuals who pose a threat to national security are properly identified and prevented from entering the country.	Security and Defense	8	en	
Policies aimed at promoting the rights of immigrants must take into account the potential security risks posed by individuals with criminal histories or terrorist affiliations.	Policy Prescription and Evaluation	6	en	
Discrimination against LGBTQ individuals in healthcare settings can lead to lower rates of preventative care and worse health outcomes.	Health and Safety	9	en	
The Affordable Care Act has expanded access to healthcare for many immigrants, but some still face barriers due to their immigration status.	Health and Safety	9	en	
Lack of access to healthcare can have serious health consequences for undocumented immigrants, including preventable illnesses and untreated conditions.	Health and Safety	9	en	
The fear of deportation can deter immigrants from seeking healthcare, which can lead to delayed treatment and worse health outcomes	Health and Safety	9	en	
Language barriers can prevent immigrants from understanding how to access healthcare services and how to take care of their health.	Health and Safety	9	en	
Marriage equality can provide stability and security for LGBTQ+ families, improving their quality of life and well-being.	Quality of Life	10	en	
same-sex marriage can lead to increased social support and sense of belonging for LGBTQ+ individuals, improving their overall well-being and quality of life.	Quality of Life	10	en	
Immigrants who face discrimination in the workplace may experience lower job satisfaction and reduced quality of life.	Quality of Life	10	en	
Immigrants who are separated from their families due to immigration policies may experience emotional and psychological distress, negatively impacting their quality of life.	Quality of Life	10	en	
Opponents of same-sex marriage argue that it can have negative impacts on children raised in such households, potentially harming their quality of life.	Quality of Life	10	en	
Immigrants can contribute to the preservation of cultural heritage while also embracing the values and customs of their new home.	Cultural Identity	11	en	
Same-sex marriage is a reflection of changing cultural attitudes towards the rights of LGBTQ+ individuals, and the recognition of their relationships as equal to heterosexual relationships.	Cultural Identity	11	en	
Immigrants can enrich the cultural diversity of a society while also contributing to the economic and social fabric of their new home.	Economic	1	en	
Same-sex marriage represents a shift in cultural attitudes towards the importance of gender and sexuality in personal relationships, and the recognition of LGBTQ+ rights as human rights.	Cultural Identity	11	en	
Cultural differences can create tensions and misunderstandings between immigrants and the local community.	Cultural Identity	11	en	
Polls have shown that immigration is an increasingly important issue for voters, particularly in states with large immigrant populations.	Public Opinion	12	en	
Public opinion polls have shown that attitudes toward same-sex marriage are strongly correlated with religious affiliation, with those who identify as religious being more likely to oppose it.	Public Opinion	12	en	
According to a Gallup poll, as of 2021, 84% of Americans believe that immigrants are a good thing for the country.	Public Opinion	12	en	
A Pew Research Centre survey found that the majority of Americans (58%) believe that immigrants strengthen the country through their hard work and talents.	Public Opinion	12	en	
A study by the National Bureau of Economic Research found that the wages of U.S.-born workers are generally not negatively affected by the presence of undocumented immigrants in the workforce.	Public Opinion	12	en	
The fight for same-sex marriage has become a key issue in the culture wars, with politicians on both sides of the aisle using it to appeal to their base and galvanize their supporters.	Public Opinion	13	en	
The issue of immigration reform has become increasingly polarized in recent years, with politicians on both sides of the aisle unwilling to compromise or find common ground on the issue.	Political	13	en	
Same-sex marriage is often framed as a civil rights issue, with supporters arguing that denying LGBT individuals the right to marry is a form of discrimination and inequality.	Political	13	en	
Liberal politicians often use their support for same-sex marriage as a way to attract young voters.	Political	13	en	
The fight for immigration reform has brought together a diverse group of activists and advocates.	Political	13	en	
The legalization of same-sex marriage in the United States has helped to set a positive example for other countries and has contributed to the advancement of LGBTQ rights globally.	External Regulation and Reputation	14	en	
The United States' support for same-sex marriage and LGBTQ rights has become an important component of its foreign policy and its efforts to promote democracy and human rights globally.	External Regulation and Reputation	14	en	
The United States has a long history of welcoming immigrants, but in recent years, its policies have been criticized for being overly restrictive and damaging to the country's reputation.	External Regulation and Reputation	14	en	
The United States' reputation as a global leader in democracy and human rights has been undermined by its treatment of immigrants, particularly those from Muslim-majority countries.	External Regulation and Reputation	14	en	
The Biden administration is rolling back some of the Trump-era immigration policies that damaged America's reputation on the global stage.	External Regulation and Reputation	14	en	
The intersection of immigration and environmental justice is increasingly recognized, with climate change leading to displacement and migration of vulnerable populations.	Other	15	en	
Same-sex marriage is not just a legal issue, but a deeply personal one for many LGBTQ individuals who have been denied the right to marry and have their relationships recognized.	Other	15	en	
The experiences of LGBTQ immigrants can vary greatly depending on factors like country of origin, race, and socio-economic status.	Other	15	en	
The COVID-19 pandemic has exposed the flaws in our immigration and healthcare systems, revealing the urgent need for systemic change.	Other	15	en	
Same-sex marriage has led to greater visibility and acceptance of LGBTQ individuals and families, but it is not the end goal of the broader movement for LGBTQ rights.	Other	15	en	
The lack of legal recognition for same-sex couples can lead to a lack of access to critical resources, such as healthcare and social security benefits.	Capacity and Resources	2	en	
Many same-sex couples face financial challenges due to the lack of legal protections for their relationships, such as inheritance rights and joint tax filing.	Capacity and Resources	2	en	
The legal recognition of same-sex marriage can bring important economic benefits, such as increased tourism and business revenue.	Economic	1	en	
The lack of legal recognition for same-sex couples can lead to social isolation and a lack of support from friends and family.	Other	15	en	
The legal recognition of same-sex marriage can help to foster a sense of community and belonging among LGBTQ individuals and their families.	Capacity and Resources	2	en	
The legal recognition of same-sex marriage can generate significant economic benefits, such as increased tourism and business revenue	Economic	1	en	
The legalization of same-sex marriage can lead to increased economic mobility and financial security for LGBTQ individuals and their families.	Economic	1	en	
The cost of defending anti-gay marriage laws in court can be significant, with many states spending millions of dollars on legal fees.	Economic	1	en	
The legal recognition of same-sex marriage can promote economic growth and stability by reducing discrimination and ensuring equal protection under the law	Economic	1	en	
The legal recognition of same-sex marriage can improve access to critical resources such as healthcare, social security benefits, and survivor benefits.	Economic	1	en	
$50,000 per entry	Economic	1	en	
Cheap labor is actually costly for U.S.	Economic	1	en	
"They are good people who contribute to both economies."	Economic	1	en	
Two weeks ago, the family learned it would get some help paying bills. More than $ 20,000 was raised to help the Sarics.	Economic	1	en	
Yet because of the strong economy, many unskilled native workers have acquired skills and risen to better jobs.	Economic	1	en	
Safety checks at Mexican border take toll on 2 cities' economies	Economic	1	en	
And that has created a lucrative market for cemeteries eager to cater to Chinese immigrants willing to pay $ 2,000 to $ 10,000 for good burial plots.	Economic	1	en	
The city lost an estimated 100,000 jobs after the attacks.	Economic	1	en	
"Quite a few family take the paycheck, go straight to the casino, and come home with nothing,"	Economic	1	en	
Migrant workers sue citrus company for wages	Economic	1	en	
IT TAKES A CITY (AND A LOT OF HARD WORK) TO ATTRACT IMMIGRANTS	Capacity and Resources	2	en	
Staff Shortage Lengthening Dulles Airport Passport Lines	Capacity and Resources	2	en	
A shortage of Immigration and Naturalization Service agents at Dulles International Airport has led to longer-than-usual waits at passport control for arriving international passengers, airport and INS officials said.	Capacity and Resources	2	en	
At times in the past two months, passengers have waited so long during 90-minute stopovers that they have missed connections with domestic flights, an airline representative said. Arriving passengers also have been held on their planes or on the airport's mobile lounges until the crowded immigration area cleared out.	Capacity and Resources	2	en	
Census estimates a doubling of illegal immigrants in '90s	Capacity and Resources	2	en	
Report: U.S. relies heavily on illegal workers; Half on farm, 25% in home, 10% in eateries	Capacity and Resources	2	en	
Immigrants With Skills	Capacity and Resources	2	en	
				
The total number of immigrants and refugees admitted into this country (now 800,000 a year) will almost certainly be reduced by Congress.	Capacity and Resources	2	en	
But because the total will be smaller, the actual number of spots for skilled workers will go down from the present 140,000 a year to something in the 75,000 to 100,000 range.				
,Capacity and Resources,2.0,en				
On the U.S. end, if immigration must be controlled, quality - not quantity - should be the determining factor.	Capacity and Resources	2	en	
DUTY, HONOR, BUT WHERE'S THE COUNTRY?	Morality	3	en	
FROM MEXICANS WHO EMIGRATED, WORKS OF ART THAT ILLUSTRATE FAITH PAINTINGS SHOW THE TRIALS OF THOSE WHO LEFT HOME FOR THE U.S.	Morality	3	en	
The insatiable appetite for more power by those who already have it is always justified by 'necessity.' "	Morality	3	en	
As the Bible says (Leviticus 19:34): "You shall treat the alien who resides with you no differently than the natives born among you; have the same love for him as for yourself; for you too were once aliens in the land of Egypt."	Morality	3	en	
The news of Bishop JoseÌ Gomez's departure saddened and surprised Denver's Catholic Latino community Wednesday.	Morality	3	en	
WOMEN OF VALOR TRIO FIGHTS LENDERS WHO PREY ON THE UNDOCUMENTED	Morality	3	en	
"I read a book, and my heart accepted," Ahmadshah said. "I believe that this is the book that says the truth."	Morality	3	en	
REFUGEES RENEW CHURCH KAREN IMMIGRANTS FROM MYANMAR, THE FORMER BURMA, ARE GETTING HELP FROM; AND GIVING BACK TO -- DOWNTOWN BAPTISTS.	Morality	3	en	
They have drawn support from the church and infused new life into it, said the Rev. Loren McLean, associate pastor. The Karen (pronounced cur-REN) have helped the church stay downtown when it looked like its dwindling membership would force it to move, McLean said.				
,Morality,3.0,en				
BROOKLYN BISHOP GIVES ASSIST TO IMMIGRANTS	Morality	3	en	
Perhaps there is a third way, one that supports the Bush plan while addressing the fairness issue	Fairness and Equality	4	en	
But critics say immigrants in particular face new dangers from the proposals that they say parallel the treatment of Japanese in this country during the 1940's.	Fairness and Equality	4	en	
"I don't want to feel that I can't have the kind of freedom of expression we guarantee to everyone," said El-Wafi, whose family begged her to modify her appearance.	Fairness and Equality	4	en	
Arab, Muslim Men to Get Tougher U.S. Visa Screening	Fairness and Equality	4	en	
On the other hand, this nation is a nation of legal immigrants. When the politicians use the weak section of society as the scapegoat for all the ills of the nation, it is a very dangerous phenomenon.	Fairness and Equality	4	en	
Even Arabs with no alleged link to the Sept. 11 attacks, such as former USF instructor Mazen Al-Najjar and suspended professor Sami Al-Arian, have been caught up in that wave, he said. "We have not sacrificed our own liberties but the liberties of immigrants," said Cole, who helped represent Al-Najjar during his ongoing battles with the Immigration and Naturalization Service. Al-Najjar is currently in prison.	Fairness and Equality	4	en	
Still, the widespread assumption among civil liberties groups and American Muslims is that visitors from Arab and Islamic nations will receive the closest scrutiny. Arab nations have drawn the same conclusion and the 22-member Arab League has denounced the new effort as discriminatory.	Fairness and Equality	4	en	
Civil liberties groups in the Bay Area and across the country denounced the FBI initiative that began Thursday, an effort to find and detain Iraqis who are in the United States unlawfully, without visas or expired travel documents.				
,Fairness and Equality,4.0,en				
Lawmakers urge fair review in INS fraud cases	Fairness and Equality	4	en	
ATLANTA-BOUND: Immigrant Freedom Rides roll	Fairness and Equality	4	en	
HURTADO WINS INS APPEAL IMMIGRANT FROM EL SALVADOR HOPES 19-YEAR FIGHT TO STAY IN U.S. IS ENDING	Legality, Constitutionality, Jurisdiction	5	en	
AMNESTY PLAN; Try the third way	Legality, Constitutionality, Jurisdiction	5	en	
We do not agree with critics who say that any amnesty is tantamount to rewarding lawbreakers.	Legality, Constitutionality, Jurisdiction	5	en	
No Amnesty For Illegal Immigrants	Legality, Constitutionality, Jurisdiction	5	en	
The plan would give guest-worker status to the immigrants and eventually could lead to permanent legal status to some of the 3 million Mexicans now in the United States unlawfully.	Legality, Constitutionality, Jurisdiction	5	en	
IMMIGRANT IS AMNESTY SUCCESS STORY	Legality, Constitutionality, Jurisdiction	5	en	
The indictments were returned Wednesday and involve three unrelated cases, said Todd P. Graves, U.S. attorney for the Western District.	Legality, Constitutionality, Jurisdiction	5	en	
No trial date has been set. Calls placed to Sorrells Brothers Packing on Saturday seeking comment were not immediately returned.				
,Legality	 Constitutionality	 Jurisdiction"	5	
A NATION CHALLENGED: THE IMMIGRANTS; Testing The System Of Relief	Legality, Constitutionality, Jurisdiction	5	en	
legalize these Mexicans	Legality, Constitutionality, Jurisdiction	5	en	
The options under consideration involve different ways in which millions of Mexicans living in this country illegally could earn lawful status over the next several years, though not immediately, administration officials said. The options would quite likely be based on the immigrants'employment records, family ties in this country and how long they have lived in the United States.	Policy Prescription and Evaluation	6	en	
effort to liberalize immigration policy	Policy Prescription and Evaluation	6	en	
But in his plan for New York's Newcomers School, which would open in September in Long Island City, Queens, Mr. Cortines proposes allowing the students to remain for up to four years. The 1,000 high school students, who would attend voluntarily, would have the option of graduating from there. That could be a problem.	Policy Prescription and Evaluation	6	en	
New driver's license rules kick in early	Policy Prescription and Evaluation	6	en	
Unlike California Proposition 187, which at least confined itself to illegal immigration, HR 2202 would slash legal immigration as well - in cruel and foolish ways and by unprecedented amounts.	Policy Prescription and Evaluation	6	en	
In such a climate, fine distinctions between legal and illegal immigrants are easily lost. That is regrettable, because comprehensive new admission criteria for immigrants went into effect just four years ago. Refinements are always possible, but a complete makeover is unnecessary. For one thing, the new system has barely been tested. For another, all early indications are that this component of our immigration policy is working well. As the saying goes, if it ain't broke, don't fix it.	Policy Prescription and Evaluation	6	en	
PHCC adds scrutiny on foreign students	Policy Prescription and Evaluation	6	en	
The board also debated whether the college should report foreign students who drop out or stop coming to class.	Policy Prescription and Evaluation	6	en	
Proposed amnesty program could disappoint immigrants; MANY FEAR THOUSANDS WILL BE LOCKED OUT	Policy Prescription and Evaluation	6	en	
The administration has detained hundreds of foreigners and put some into deportation proceedings in the three months since President Bush signed the anti-terrorism measure. But most of the charges are for technical violations of immigration laws, such as overstaying visas.	Policy Prescription and Evaluation	6	en	
If they are illegal and they are working, then the companies that employ them are breaking the law and should be fined to the fullest.	Crime and Punishment	7	en	
31 HAITIANS DETAINED AFTER WADING ASHORE	Crime and Punishment	7	en	
U.S. INDICTMENT ACCUSES 5 PEOPLE OF VIOLATING IMMIGRATION LAWS	Crime and Punishment	7	en	
If convicted, he faces a maximum of 20 years in prison and up to $250,000 in fines.	Crime and Punishment	7	en	
In the second case, Victor Torres-Campos, 46, of Mexico was charged with possession with intent to transfer or use five or more identification documents, as well as false use of a Social Security number.	Crime and Punishment	7	en	
In the third case, Maurice Saustegui, 38, of Springfield, along with Marcelino Fernandez-Martinez, 40, and Luz Victoria Rosas, 36, both of Mexico, were charged with conspiracy to transfer false resident alien cards. They also were charged with two counts each of transferring false resident alien cards.	Crime and Punishment	7	en	
Metro Briefing New York: Bronx: 2 Arrested In Immigrant Fraud	Crime and Punishment	7	en	
Two men, one a minister, have been charged with stealing more than $260,000 from illegal immigrants by telling the immigrants that they could get them green cards, said Robert T. Johnson, the Bronx district attorney, left.	Crime and Punishment	7	en	
The men, the Rev. Errol O'Connor, 48, of the Bronx, and Emanuel Felder, 33, of Uniondale, N.Y., were arrested on Tuesday and face grand larceny and other charges. Prosecutors say that Mr. O'Connor, of the Pentecostal Deliverance Ministries in the Bronx, falsely claimed in radio commercials that he could obtain resident alien status for immigrants for a fee, which averaged about $4,000.   Richard Lezin Jones (NYT)	Crime and Punishment	7	en	
RADIO REV, PAL CHARGED IN IMMIGRANT SCHEME	Crime and Punishment	7	en	
Mexico's Open Southern Border Lures Migrants Headed to U.S.	Security and Defense	8	en	
The clampdown, which began in October 1994 has been extended to cities in Arizona and Texas that are hot spots for illegal crossings.	Security and Defense	8	en	
Citing the "menace of terrorism" after the Sept. 11 attacks, South Carolina Attorney General Charlie Condon last week offered to enlist South Carolina law enforcement officers to assist the INS investigative branch.	Security and Defense	8	en	
The other 13 hijackers entered the United States legally but three had allowed their visas to expire, Ziglar said.	Security and Defense	8	en	
A NATION CHALLENGED: NATIONAL MEASURES; Entire Nation On High Alert As Security Is Stepped Up				
,Security and Defense,8.0,en				
Over the past decade, terrorists have posed as students, slipped across the lightly patrolled Canadian border, used false passports and presented themselves as tourists to enter the United States and plot deadly acts.	Security and Defense	8	en	
Their persistence in exploiting loopholes forced U.S. officials to confront a monumental question after the Sept. 11 attacks: Can a broken system, designed to police millions of people who come to the United States in search of a better life, be quickly reconfigured to capture the few who arrive in pursuit of a life of terror.	Security and Defense	8	en	
INS adjusts to role in terrorism fight	Security and Defense	8	en	
ILLEGAL WTC WORKERS MAY BE OVERLOOKED RELATIVES OFTEN KEEP QUIET OUT OF IMMIGRATION FEARS	Security and Defense	8	en	
Beth Wilkinson, a former assistant U.S. attorney who prosecuted the Oklahoma City bombing case, called the FBI's tactics "a very aggressive posture to use, although not one that's illegal, assuming they're following all the strictures of the law and the provisions of the warrants.	Security and Defense	8	en	
Government officials report that hundreds of immigrants -- who come from as far away as Ecuador, Somalia and China -- are assaulted and raped by bandits, robbed by corrupt police officers and immigration officials, or abandoned by high-priced immigrant smugglers within the first legs of their journey. And according to government statistics, a soaring number of them are dying.	Health and Safety	9	en	
The number who died along the border last year rose to 136 from 29 the previous year, according to officials from Mexico's National Migration Institute. Close to 50 deaths have been reported so far this year.	Health and Safety	9	en	
National Briefing Southwest: Texas: Health Care Inquiry	Health and Safety	9	en	
Immigrant loses battle with cancer	Health and Safety	9	en	
Pakistani man arrested by FBI dies in jail cell	Health and Safety	9	en	
Mr. de Lemos said the hunger strikers had been drinking fluids and were under medical observation in their cells, which are in a separate pod from the jail's criminal defendants and convicts. He said it was unclear whether the detainees had lost any weight. "They're not taking the food that we're giving them, but that doesn't mean they're not eating, either," he said.	Health and Safety	9	en	
A 'DREAM' TURNS DEADLY   Jimmy Breslin details an immigrant's tragedy	Health and Safety	9	en	
 After a 12-hour journey, the immigrants poured out of the 53-foot trailer exhausted and dehydrated at a truck stop.	Health and Safety	9	en	
At least 91 people have died since October in the U.S. Border Patrol's Tucson sector, covering most of southern Arizona. More than half of those deaths have been heat-related.	Health and Safety	9	en	
ILLEGAL ALIENS' DEATHS SPUR ACTIVIST PATROLS; VOLUNTEERS OFFER WATER, FOOD, MEDICAL ASSISTANCE	Health and Safety	9	en	
Immigrants without HOPE need help entering college	Quality of Life	10	en	
This process can be stressful, tiresome, even morale-deadening	Quality of Life	10	en	
Sister shows the way; Vietnamese nun eases transition for immigrants in Atlanta area, giving a voice to those least likely to be heard; International Atlanta: A look at our community and its impact on metro Atlanta	Quality of Life	10	en	
Stevo Saric, the Bosnian immigrant who brought his family to the United States to escape the violence of war-torn Albania	Quality of Life	10	en	
REFUGEES FIND HOPE IN NEW CITY, NEW LIFE (2 OF 2 ARTICLES)	Quality of Life	10	en	
BOOK EXPLAINS WHY MEXICAN MIGRANTS KEEP CROSSING THE BORDER	Quality of Life	10	en	
A NATION CHALLENGED: CHARITY; Second Loss Compounds Widow's Grief	Quality of Life	10	en	
ILLEGAL WTC WORKERS MAY BE OVERLOOKED RELATIVES OFTEN KEEP QUIET OUT OF IMMIGRATION FEARS	Quality of Life	10	en	
Fourteen Mexicans live in the two apartments - Julio and six other men in one, an extended family in the other - on the top floor of the three-story building a few blocks south of Tower Grove Park.	Quality of Life	10	en	
Tighter borders may hit schools Holiday trips home stir concern	Quality of Life	10	en	
The longer Latinos live in the United States, the more their families begin to mirror those of other native-born Americans. Josefina Soto, like other Latino immigrants who have crossed the border, brought with her centuries-old traditions that value large families.	Cultural Identity	11	en	
Increase in Latino residents brings anti-immigration backlash	Cultural Identity	11	en	
IMMIGRANT 'PIONEER' DIES UNEXPECTEDLY; HMONG BUSINESSWOMAN CALLED 'MOM' BY MANY	Cultural Identity	11	en	
Yang was among the first wave of refugees to leave Laos after the communist regime took over in 1975. After spending four years in Thailand's Ban Vinai refugee camp, Yang settled in Minnesota.	Cultural Identity	11	en	
There are more things that many foreigners are scared of or complain about, but I think it's because these things are strange for us, and we need to get used to them.	Cultural Identity	11	en	
Up to half the country's 4 million or so illegal immigrants live in California.	Cultural Identity	11	en	
AIRPORTS FACE IDENTITY CRISIS	Cultural Identity	11	en	
IMMIGRANTS POUR INTO GEORGIA, HEARTLAND STATES, STUDY FINDS	Cultural Identity	11	en	
A new county-by-county report of population shows a historic influx of immigrants into the nation's heartland, with Georgia posting the greatest increases.	Cultural Identity	11	en	
War on Terrorism Stirs Memory of Internment	Cultural Identity	11	en	
FOREIGN STUDENTS BACK VISA SECURITY SOME COLLEGE OFFICIALS FEAR PLANS MAY DETER APPLICANTS	Public Sentiment	12	en	
Metro Briefing New York: Manhattan: Immigrant Amnesty Campaign	Public Sentiment	12	en	
The proposals have been criticized by an unusual array of interests, from traditional supporters of immigration to American industries, particularly high-tech companies, that need more professionals than the United States produces.	Public Sentiment	12	en	
VOICE OF ATLANTA: Too much immigration, most say	Public Sentiment	12	en	
Only 15 percent of respondents think U.S. immigration policy is "about right," and Atlantans are sharply split on whether recent immigrants have made a contribution to the nation or caused too many problems.				
,Public Sentiment,12.0,en				
FORUM ON ILLEGAL IMMIGRANTS	Public Sentiment	12	en	
Invisible Community's Hushed Cheer; 'Guest Worker' Plan Excites Area's Illegal Mexican Immigrants	Public Sentiment	12	en	
"Latino and immigrant communities don't have to roll over," said Edward Headington, a spokesman for the Mexican American Political Association, one of two groups organizing the protest. "There is strength in numbers."	Public Sentiment	12	en	
Metro Briefing  New Jersey: Freehold: Day Laborers Hold Rally	Public Sentiment	12	en	
"It's just one more goody that we're giving to people who come here illegally and manage to stay for awhile," said Jane Russell, director of Georgians for Immigration Reduction, which advocates for stricter enforcement of immigration laws. "If foundations like Goizueta are so concerned about these people, why don't they help them attend college in their own countries?"	Public Sentiment	12	en	
That, said the congressman, is what always happens  when the opposition to something can't fashion a coherent and  logical argument.	Political	13	en	
Bush's amnesty plan draws bipartisan fire; Permanent legality for many of the 3M illegal Mexican immigrants is an "old, failed program"	Political	13	en	
President Bush's top immigration advisers	Political	13	en	
Colorado's two Democratic members of Congress objected to  legislation granting a host of new police powers to track  suspected terrorists, saying the bill was too serious to be rushed  through the chamber so quickly.	Political	13	en	
SENATE PASSES IMMIGRATION BILL	Political	13	en	
In the House, Democratic leader Richard Gephardt of Missouri said he agreed with Fox's request - made to Bush on Wednesday and to a joint session of Congress yesterday - for quick action on legalizing millions of undocumented workers and said he thought legislation was possible by the end of the year.	Political	13	en	
Tancredo's enforcement push grabs TV spotlight	Political	13	en	
By the end of the day, however, administration officials were scrambling to contain the political fallout. For weeks they had worked to lower expectations for a deal on the politically volatile issue of immigration.	Political	13	en	
Only a day earlier, Bush had said he needed time to work with Congress to build political support for immigration reform.	Political	13	en	
Peterman, D-St. Petersburg, scored repeated rounds of applause Thursday night before a crowd of more than 100 as he promised to challenge the way farm workers are paid and treated across the state and to push for changes in the new driver's license regulations.	Political	13	en	
 But this approach to the problem would harm this country's promising efforts to improve trade ties with Mexico.	External Regulation and Reputation	14	en	
The Mexican delegation led by President Vicente Fox has a valid  point in its contention that undocumented Mexican workers are  being shortchanged in places like Colorado, that won't, among  other things, issue driver's licenses to such workers.	External Regulation and Reputation	14	en	
